,Unnamed: 0,dfo_centroid_y,dfo_main_cause,gfd_country_name,dfo_centroid_x,glide_index,slope_threshold,dfo_severity,threshold_b1b2,dfo_displaced,id,began,dfo_validation_type,composite_type,dfo_country,countries,dfo_other_country,dfo_dead,gfd_country_code,ended,threshold_type,threshold_b7,otsu_sample_res,flood_file,date,iso3
225,225,-4.367631,Heavy rain,"['CONGO (Brazzaville)', 'CONGO (Kinshasa)', 'ANGOLA']",15.381497,FL-2007-000197-COD,5,1.0,0.7,3500,3214,2007-10-25,News,3Day,Democratic Republic of Congo,"['Zaire', 'Angola', 'Congo']",,30,"['CF', 'CG', 'AO']",2007-10-31,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3214_From_20071025_to_20071031/DFO_3214_From_20071025_to_20071031.tif,732974,"['COD', 'AGO', 'COG']"
226,226,52.91582,Heavy rain,"['UNITED KINGDOM', 'Isle of Man (UK)']",-1.647855,,5,2.0,0.7,300,3259,2008-01-15,News,3Day,UK,['United Kingdom'],,0,"['UK', 'IM']",2008-01-26,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3259_From_20080115_to_20080126/DFO_3259_From_20080115_to_20080126.tif,733056,['GBR']
227,227,6.494672,Heavy rain,['SRI LANKA'],80.082226,FL-2007-000052-LKA,5,1.0,0.7,125000,3067,2007-05-02,News,3Day,Sri Lanka,['Sri Lanka'],,16,['CE'],2007-05-07,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3067_From_20070502_to_20070507/DFO_3067_From_20070502_to_20070507.tif,732798,['LKA']
228,228,62.880691,Snowmelt,['RUSSIA'],131.950433,,5,1.0,0.7,1500,1931,2002-05-24,News,3Day,Russia,['Russia'],,0,['RS'],2002-06-01,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_1931_From_20020524_to_20020601/DFO_1931_From_20020524_to_20020601.tif,730994,['RUS']
229,229,-16.48569,Heavy rain,"['BRAZIL', 'PERU', 'BOLIVIA']",-64.944989,,5,1.0,0.7,6000,2120,2003-01-03,News,3Day,Bolivia,"['Brazil', 'Peru', 'Bolivia']",,1,"['BR', 'PE', 'BL']",2003-01-08,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2120_From_20030103_to_20030108/DFO_2120_From_20030103_to_20030108.tif,731218,"['BRA', 'PER', 'BOL']"
230,230,-0.1883,Heavy rain,"['INDONESIA', 'MALAYSIA', 'BRUNEI']",116.91957,,5,1.0,0.7,60000,3081,2007-05-15,News,3Day,Indonesia,"['Indonesia', 'Malaysia', 'Brunei']",,4,"['ID', 'MY', 'BX']",2007-06-05,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3081_From_20070515_to_20070605/DFO_3081_From_20070515_to_20070605.tif,732811,"['IDN', 'MYS', 'BRN']"
231,231,32.655173,Heavy Rain,"['MOROCCO', 'In dispute MOROCCO/SPAIN', 'SPAIN', 'ALGERIA', 'TUNISIA', 'ITALY']",-6.1614,FL-2009-000034-MAR,5,2.0,0.7,0,3445,2009-02-07,News,3Day,Morocco,"['Algeria', 'Morocco', 'Tunisia']",,5,"['MO', 'UU', 'SP', 'AG', 'TS', 'IT']",2009-02-09,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3445_From_20090207_to_20090209/DFO_3445_From_20090207_to_20090209.tif,733445,"['DZA', 'MAR', 'TUN']"
232,232,-23.260295,Tropical Cyclone,['AUSTRALIA'],116.935775,,5,2.0,0.7,1500,2780,2006-01-09,News,3Day,Australia,['Australia'],,0,['AS'],2006-01-31,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2780_From_20060109_to_20060131/DFO_2780_From_20060109_to_20060131.tif,732320,['AUS']
233,233,12.63425,Heavy rain,"['NIGERIA', 'CAMEROON', 'CHAD', 'NIGER']",10.012759,,5,1.0,0.7,10000,2314,2003-08-05,News,3Day,Nigeria,"['Chad', 'Nigeria', 'Cameroon', 'Niger']",,7,"['NI', 'CM', 'CD', 'NG']",2003-10-12,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2314_From_20030805_to_20031012/DFO_2314_From_20030805_to_20031012.tif,731432,"['TCD', 'NGA', 'CMR', 'NER']"
234,234,26.755588,Heavy rain,"['BANGLADESH', 'INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",83.051328,,5,1.0,1.101,300000,1789,2001-08-20,News,3Day,India,"['China', 'India', 'Nepal', 'Bangladesh']",,65,"['BG', 'IN', 'CH', 'UU', 'NP']",2001-09-11,otsu,1176.64,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_1789_From_20010820_to_20010911/DFO_1789_From_20010820_to_20010911.tif,730717,"['CHN', 'IND', 'NPL', 'BGD']"
235,235,10.329669,Heavy rain,"['THAILAND', 'BURMA', 'LAOS', 'CAMBODIA', 'VIETNAM', 'PHILIPPINES']",106.735524,TC-2006-000175-PHL,5,1.0,0.7,82915,3002,2006-11-30,News,3Day,Philippines,"['Vietnam', 'Thailand', 'Laos', 'Philippines', 'Cambodia']",Vietnam,526,"['TH', 'BM', 'LA', 'CB', 'VM', 'RP']",2006-12-08,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3002_From_20061130_to_20061208/DFO_3002_From_20061130_to_20061208.tif,732645,"['VNM', 'THA', 'LAO', 'PHL', 'KHM']"
236,236,-16.973776,Heavy rain,"['BRAZIL', 'PERU', 'BOLIVIA', 'PARAGUAY', 'ARGENTINA']",-61.960201,FL-2007-000012-BOL,5,1.5,0.7,62687,3019,2007-01-10,News,3Day,Bolivia,"['Brazil', 'Argentina', 'Peru', 'Bolivia', 'Paraguay']",,41,"['BR', 'PE', 'BL', 'PA', 'AR']",2007-05-01,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3019_From_20070110_to_20070501/DFO_3019_From_20070110_to_20070501.tif,732686,"['BRA', 'ARG', 'PER', 'BOL', 'PRY']"
237,237,34.74398,Tropical Cyclone,['UNITED STATES'],-77.870731,,5,1.0,0.7,140,2959,2006-09-02,News,3Day,USA,['United States'],,0,['US'],2006-09-07,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2959_From_20060902_to_20060907/DFO_2959_From_20060902_to_20060907.tif,732556,['USA']
238,238,30.24335,Heavy rain,"['CANADA', 'UNITED STATES', 'MEXICO']",-98.664531,,5,1.0,0.7,100,3083,2007-05-24,News,3Day,USA,"['Canada', 'United States', 'Mexico']",,6,"['CA', 'US', 'MX']",2007-05-29,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3083_From_20070524_to_20070529/DFO_3083_From_20070524_to_20070529.tif,732820,"['CAN', 'USA', 'MEX']"
239,239,39.333933,Torrential Rain,['UNITED STATES'],-77.214169,,5,2.0,0.7,0,4386,2016-07-30,News,3Day,USA,['United States'],,2,['US'],2016-07-31,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4386_From_20160730_to_20160731/DFO_4386_From_20160730_to_20160731.tif,736175,['USA']
240,240,-19.667487,Tropical Storms Fundi and Chedza,['MADAGASCAR'],45.921846,FL-2015-000004-MDG,5,1.5,0.7,20000,4224,2015-01-05,News,3Day,Madagascar,['Madagascar'],,0,['MA'],2015-02-09,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4224_From_20150105_to_20150209/DFO_4224_From_20150105_to_20150209.tif,735603,['MDG']
241,241,-16.976898,Heavy rain,['AUSTRALIA'],134.693836,,5,1.0,0.7,0,2441,2004-02-18,News,3Day,Australia,['Australia'],,0,['AS'],2004-03-10,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2441_From_20040218_to_20040310/DFO_2441_From_20040218_to_20040310.tif,731629,['AUS']
242,242,0.82945,Heavy Rain,"['ETHIOPIA', 'SOMALIA', 'KENYA']",43.05953,,5,1.0,0.7,500,3404,2008-11-16,News,3Day,Ethiopia,"['Ethiopia', 'Kenya', 'Somalia']",,11,"['ET', 'SO', 'KE']",2008-11-20,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3404_From_20081116_to_20081120/DFO_3404_From_20081116_to_20081120.tif,733362,"['ETH', 'KEN', 'SOM']"
243,243,12.519849,Torrential Rain,"['SUDAN', 'ETHIOPIA', 'SOUTH SUDAN']",34.242915,,5,1.0,0.7,4000,4369,2016-06-30,News,3Day,Sudan,"['Sudan', 'Ethiopia']",,0,"['SU', 'ET', 'OD']",2016-07-06,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4369_From_20160630_to_20160706/DFO_4369_From_20160630_to_20160706.tif,736145,"['SDN', 'ETH']"
244,244,10.712137,Torrential Rain,['INDIA'],79.177106,,5,1.0,0.7,200,4251,2015-05-17,News,3Day,India,['India'],,8,['IN'],2015-05-21,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4251_From_20150517_to_20150521/DFO_4251_From_20150517_to_20150521.tif,735735,['IND']
245,245,41.347305,Heavy rain,"['FRANCE', 'ITALY', 'SAN MARINO', 'VATICAN CITY', 'SLOVENIA', 'AUSTRIA', 'SWITZERLAND']",15.920488,,5,1.0,0.7,1000,2140,2003-01-25,News,3Day,Italy,"['Italy', 'France', 'Switzerland', 'San Marino']",,1,"['FR', 'IT', 'SM', 'VT', 'SI', 'AU', 'SZ']",2003-01-27,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2140_From_20030125_to_20030127/DFO_2140_From_20030125_to_20030127.tif,731240,"['ITA', 'FRA', 'CHE', 'SMR']"
246,246,17.090901,Monsoonal Rain,"['THAILAND', 'BURMA', 'CHINA', 'LAOS', 'CAMBODIA', 'VIETNAM']",99.640458,,5,1.0,1.173,3000,3985,2012-09-12,News,3Day,Thailand,"['China', 'Myanmar (Burma)', 'Vietnam', 'Thailand', 'Laos', 'Cambodia']",,0,"['TH', 'BM', 'CH', 'LA', 'CB', 'VM']",2012-09-26,otsu,1000.98,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3985_From_20120912_to_20120926/DFO_3985_From_20120912_to_20120926.tif,734758,"['CHN', 'MMR', 'VNM', 'THA', 'LAO', 'KHM']"
247,247,9.53755,"Heavy Rain, Dam releases","['BURKINA FASO', 'TOGO', 'GHANA', ""COTE D'IVOIRE"", 'BENIN', 'In dispute BENIN/BURKINA FASO']",-1.06606,,5,1.5,0.7,100000,4683,2018-09-01,FloodList,3Day,Ghana,,,34,"['UV', 'TO', 'GH', 'IV', 'BN', 'UU']",2018-10-02,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4683_From_20180901_to_20181002/DFO_4683_From_20180901_to_20181002.tif,736938,"['GHA', 'TGO']"
248,248,-16.669172,Tropical Storm Eliakim,['MADAGASCAR'],47.827095,,5,1.5,0.7,6000,4590,2018-03-16,FloodList,3Day,Madagascar,['Madagascar'],,17,['MA'],2018-03-23,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4590_From_20180316_to_20180323/DFO_4590_From_20180316_to_20180323.tif,736769,['MDG']
249,249,32.110967,Heavy rain,['MOROCCO'],-7.113617,,5,1.0,0.7,0,3279,2008-02-26,News,3Day,Morocco,['Morocco'],,4,['MO'],2008-02-28,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3279_From_20080226_to_20080228/DFO_3279_From_20080226_to_20080228.tif,733098,['MAR']
250,250,23.229479,Monsoonal rain,"['BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",89.272707,FL-2006-000131-BGD,5,1.0,0.7,0,2961,2006-08-24,News,3Day,Bangladesh,"['China', 'India', 'Nepal', 'Bangladesh', 'Bhutan']",,0,"['BG', 'IN', 'CH', 'BT', 'UU', 'NP']",2006-09-20,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2961_From_20060824_to_20060920/DFO_2961_From_20060824_to_20060920.tif,732547,"['CHN', 'IND', 'NPL', 'BGD', 'BTN']"
251,251,13.037658,Heavy rain,"['MAURITANIA', 'ALGERIA', 'MALI', 'BURKINA FASO', 'TOGO', 'GHANA', ""COTE D'IVOIRE"", 'GUINEA', 'SIERRA LEONE', 'BENIN', 'NIGERIA', 'CAMEROON', 'CHAD', 'NIGER', 'In dispute BENIN/BURKINA FASO']",0.612005,FL-2007-000132-BFA,5,1.5,0.7,540000,3166,2007-07-26,News,3Day,Ghana,"['Mali', 'Chad', 'Guinea', 'Burkina Faso', 'Ivory Coast', 'Ghana', 'Nigeria', 'Cameroon', 'Niger', 'Togo', 'Benin']",,153,"['MR', 'AG', 'ML', 'UV', 'TO', 'GH', 'IV', 'GV', 'SL', 'BN', 'NI', 'CM', 'CD', 'NG', 'UU']",2007-10-10,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3166_From_20070726_to_20071010/DFO_3166_From_20070726_to_20071010.tif,732883,"['MLI', 'TCD', 'GIN', 'BFA', 'CIV', 'GHA', 'NGA', 'CMR', 'NER', 'TGO', 'BEN']"
252,252,-35.805428,Heavy rain,['NEW ZEALAND'],173.92898,,5,1.5,0.7,600,3127,2007-07-10,News,3Day,New Zealand,['New Zealand'],,0,['NZ'],2007-07-13,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3127_From_20070710_to_20070713/DFO_3127_From_20070710_to_20070713.tif,732867,['NZL']
253,253,-18.155697,Heavy Rain,['MADAGASCAR'],47.010559,,5,1.5,0.7,25000,4241,2015-03-05,News,3Day,Madagascar,['Madagascar'],,0,['MA'],2015-04-15,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4241_From_20150305_to_20150415/DFO_4241_From_20150305_to_20150415.tif,735662,['MDG']
254,254,29.532606,Heavy rain,"['UNITED STATES', 'MEXICO']",-98.359295,,5,2.0,0.7,4000,1972,2002-06-30,News,3Day,Texas,"['United States', 'Mexico']",,9,"['US', 'MX']",2002-07-23,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_1972_From_20020630_to_20020723/DFO_1972_From_20020630_to_20020723.tif,731031,"['USA', 'MEX']"
255,255,16.546328,Heavy rain,"['MAURITANIA', 'MALI']",-11.322438,FL-2007-000127-MRT,5,1.0,0.7,15820,3153,2007-08-07,News,3Day,Mauritania,['Mauritania'],,2,"['MR', 'ML']",2007-09-05,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3153_From_20070807_to_20070905/DFO_3153_From_20070807_to_20070905.tif,732895,['MRT']
256,256,38.194882,Tropical Storms,"['CHINA', 'SOUTH KOREA', 'Korean islands under UN jurisdiction', 'NORTH KOREA']",126.245599,TC-2012-000159-PRK,5,1.5,0.7,24000,3979,2012-08-17,News,3Day,North Korea,"['Korea', 'Republic of', 'North Korea']",South Korea,59,"['CH', 'KS', 'UU', 'KN']",2012-09-07,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3979_From_20120817_to_20120907/DFO_3979_From_20120817_to_20120907.tif,734732,"['KOR', 'PRK']"
257,257,1.698541,Heavy Rain,['INDONESIA'],100.378,,5,1.0,1.116,500,3878,2011-11-27,News,3Day,Indonesia,['Indonesia'],,0,['ID'],2011-11-30,otsu,773.73,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3878_From_20111127_to_20111130/DFO_3878_From_20111127_to_20111130.tif,734468,['IDN']
258,258,-6.35589,Heavy Rain,['BRAZIL'],-37.781582,FL-2010-000120-BRA,5,2.0,0.7,150000,3667,2010-06-22,0,3Day,Brazil,['Brazil'],,50,['BR'],2010-06-30,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3667_From_20100622_to_20100630/DFO_3667_From_20100622_to_20100630.tif,733945,['BRA']
259,259,47.6723,Heavy Rain,"['CHINA', 'KAZAKHSTAN', 'RUSSIA', 'MONGOLIA']",91.4251,,5,1.0,0.7,30,4654,2018-07-11,FloodList,3Day,Mongolia,,,0,"['CH', 'KZ', 'RS', 'MG']",2018-07-19,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4654_From_20180711_to_20180719/DFO_4654_From_20180711_to_20180719.tif,736886,"['RUS', 'MNG', 'KAZ']"
260,260,-27.1808,Heavy rain,['ARGENTINA'],-60.665987,,5,1.0,0.7,5000,2596,2004-12-06,News,3Day,Argentina,['Argentina'],,0,['AR'],2004-12-10,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2596_From_20041206_to_20041210/DFO_2596_From_20041206_to_20041210.tif,731921,['ARG']
261,261,47.715919,Ice Jams,"['CANADA', 'UNITED STATES']",-104.728709,,5,1.0,0.7,0,2182,2003-03-17,News,3Day,USA,"['Canada', 'United States']",,0,"['CA', 'US']",2003-03-21,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2182_From_20030317_to_20030321/DFO_2182_From_20030317_to_20030321.tif,731291,"['CAN', 'USA']"
262,262,-6.179453,Monsoonal Rain,['INDONESIA'],106.729879,FL-2013-000006-IDN,5,2.0,0.7,46000,4020,2013-01-13,News,3Day,Indonesia,['Indonesia'],,32,['ID'],2013-01-22,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4020_From_20130113_to_20130122/DFO_4020_From_20130113_to_20130122.tif,734881,['IDN']
263,263,-22.464671,Heavy rain,['AUSTRALIA'],149.539448,,5,2.0,0.7,1000,3270,2008-02-13,News,3Day,Australia,['Australia'],,2,['AS'],2008-02-26,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3270_From_20080213_to_20080226/DFO_3270_From_20080213_to_20080226.tif,733085,['AUS']
264,264,30.865786,Heavy rain,['CHINA'],113.026318,,5,1.0,0.7,351,3301,2008-05-02,News,3Day,China,['China'],,3,['CH'],2008-05-05,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3301_From_20080502_to_20080505/DFO_3301_From_20080502_to_20080505.tif,733164,['CHN']
265,265,11.491,Tropical Storm Usagi,"['THAILAND', 'LAOS', 'CAMBODIA', 'VIETNAM']",107.137,,5,1.0,0.7,100000,4704,2018-11-24,FloodList,3Day,Vietnam,,,1,"['TH', 'LA', 'CB', 'VM']",2018-11-29,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4704_From_20181124_to_20181129/DFO_4704_From_20181124_to_20181129.tif,737022,"['KHM', 'VNM', 'LAO']"
266,266,22.247992,Tropical Storm Nesat,"['CHINA', 'VIETNAM']",109.004871,,5,1.5,0.7,132300,3868,2011-10-01,News,3Day,China,"['China', 'Vietnam']",,0,"['CH', 'VM']",2011-10-10,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3868_From_20111001_to_20111010/DFO_3868_From_20111001_to_20111010.tif,734411,"['CHN', 'VNM']"
267,267,26.292801,Heavy rain,"['CHINA', 'LAOS', 'VIETNAM', 'Hong Kong (China)', 'Macau (China)', 'Taiwan']",112.355385,FL-2007-000077-CHN,5,1.5,0.7,3170000,3094,2007-06-06,News,3Day,China,"['China', 'Vietnam', 'Hong Kong', 'Macau']",,600,"['CH', 'LA', 'VM', 'HK', 'MC', 'TW']",2007-08-17,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3094_From_20070606_to_20070817/DFO_3094_From_20070606_to_20070817.tif,732833,"['CHN', 'VNM', 'HKG', 'MAC']"
268,268,22.810744,Monsoonal Rain,"['BANGLADESH', 'INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",80.83492,,5,1.5,0.7,15000,4378,2016-07-07,News,3Day,India,"['China', 'India', 'Nepal', 'Bangladesh']",,20,"['BG', 'IN', 'CH', 'UU', 'NP']",2016-08-03,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4378_From_20160707_to_20160803/DFO_4378_From_20160707_to_20160803.tif,736152,"['CHN', 'IND', 'NPL', 'BGD']"
269,269,12.342909,Heavy rain,"['THAILAND', 'LAOS', 'CAMBODIA', 'VIETNAM']",108.198166,FL-2007-000122-VNM,5,1.5,0.7,10000,3149,2007-08-03,News,3Day,Vietnam,"['Vietnam', 'Thailand', 'Laos', 'Cambodia']",,74,"['TH', 'LA', 'CB', 'VM']",2007-08-17,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3149_From_20070803_to_20070817/DFO_3149_From_20070803_to_20070817.tif,732891,"['VNM', 'THA', 'LAO', 'KHM']"
270,270,39.686804,Heavy RAin,"['ITALY', 'CROATIA', 'ALBANIA', 'BOSNIA & HERZEGOVINA', 'MONTENEGRO', 'SERBIA', 'GREECE', 'MACEDONIA', 'KOSOVO', 'BULGARIA', 'TURKEY', 'SLOVENIA', 'In dispute CROATIA/SLOVENIA']",22.53924,,5,1.0,0.7,30,4583,2018-02-26,FloodLIst,3Day,Greece,"['Turkey', 'Greece', 'Bulgaria', 'Serbia', 'Croatia', 'Albania', 'Macedonia', 'Bosnia and Herzegovina', 'Slovenia']",,0,"['IT', 'HR', 'AL', 'BK', 'MJ', 'RB', 'GR', 'MK', 'KV', 'BU', 'TU', 'SI', 'UU']",2018-03-02,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4583_From_20180226_to_20180302/DFO_4583_From_20180226_to_20180302.tif,736751,"['TUR', 'GRC', 'BGR', 'SRB', 'HRV', 'ALB', 'MKD', 'BIH', 'SVN']"
271,271,23.346289,"Tropical Storm ""Fung-wong""","['PHILIPPINES', 'Taiwan']",120.975437,,5,2.0,0.7,76000,3339,2008-07-28,News,3Day,Philippines,"['Philippines', 'Taiwan']",,4,"['RP', 'TW']",2008-07-29,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3339_From_20080728_to_20080729/DFO_3339_From_20080728_to_20080729.tif,733251,"['PHL', 'TWN']"
272,272,-9.679788,Torrential Rain,['BRAZIL'],-40.119065,,5,1.5,0.7,15000,3810,2011-05-08,News,3Day,Brazil,['Brazil'],,2,['BR'],2011-05-11,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3810_From_20110508_to_20110511/DFO_3810_From_20110508_to_20110511.tif,734265,['BRA']
273,273,-19.789652,Monsoonal Rain,['AUSTRALIA'],146.657688,,5,1.0,0.7,0,3786,2011-03-07,News,3Day,Australia,['Australia'],,1,['AS'],2011-03-28,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3786_From_20110307_to_20110328/DFO_3786_From_20110307_to_20110328.tif,734203,['AUS']
274,274,20.909634,Heavy rain,"['BANGLADESH', 'INDIA']",86.403285,,5,1.0,0.7,400000,3195,2007-09-22,News,3Day,India,"['India', 'Bangladesh']",,80,"['BG', 'IN']",2007-10-08,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3195_From_20070922_to_20071008/DFO_3195_From_20070922_to_20071008.tif,732941,"['IND', 'BGD']"
275,275,4.725076,Monsoonal Rain,"['MALAYSIA', 'THAILAND', 'BURMA', 'SINGAPORE']",102.163815,FL-2014-000168-MYS,5,2.0,0.7,215000,4216,2014-12-20,News,3Day,Malaysia,"['Myanmar (Burma)', 'Malaysia', 'Thailand']",Thailand,34,"['MY', 'TH', 'BM', 'SN']",2015-01-01,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4216_From_20141220_to_20150101/DFO_4216_From_20141220_to_20150101.tif,735587,"['MMR', 'MYS', 'THA']"
276,276,35.159532,Tropical Storm Ida,['UNITED STATES'],-83.746543,,5,1.0,0.7,0,3567,2009-11-10,0,3Day,USA,['United States'],,0,['US'],2009-11-13,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3567_From_20091110_to_20091113/DFO_3567_From_20091110_to_20091113.tif,733721,['USA']
277,277,-8.816642,Torrential Rain,['ANGOLA'],13.681068,,5,1.5,0.7,1000,4233,2015-03-09,News,3Day,Angola,['Angola'],,0,['AO'],2015-03-23,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4233_From_20150309_to_20150323/DFO_4233_From_20150309_to_20150323.tif,735666,['AGO']
278,278,-18.200011,Tropical Storm Marcia,['AUSTRALIA'],135.715998,,5,1.5,0.7,350,4226,2015-02-22,News,3Day,Australia,['Australia'],,0,['AS'],2015-02-24,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4226_From_20150222_to_20150224/DFO_4226_From_20150222_to_20150224.tif,735651,['AUS']
