,Unnamed: 0,dfo_centroid_y,dfo_main_cause,gfd_country_name,dfo_centroid_x,glide_index,slope_threshold,dfo_severity,threshold_b1b2,dfo_displaced,id,began,dfo_validation_type,composite_type,dfo_country,countries,dfo_other_country,dfo_dead,gfd_country_code,ended,threshold_type,threshold_b7,otsu_sample_res,flood_file,date,iso3
0,0,38.803959,Heavy Rain,"['UNITED STATES', 'MEXICO']",-120.824584,,5,1.5,0.7,14000,4444,2017-02-16,News,3Day,USA,"['United States', 'Mexico']",,5,"['US', 'MX']",2017-03-03,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4444_From_20170216_to_20170303/DFO_4444_From_20170216_to_20170303.tif,736376,"['USA', 'MEX']"
1,1,25.241123,Monsoon Rain,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",90.120056,,5,1.5,0.7,70000,3327,2008-07-05,News,3Day,India,"['China', 'India', 'Myanmar (Burma)', 'Nepal', 'Bangladesh', 'Bhutan']",,350,"['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",2008-07-14,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3327_From_20080705_to_20080714/DFO_3327_From_20080705_to_20080714.tif,733228,"['CHN', 'IND', 'MMR', 'NPL', 'BGD', 'BTN']"
2,2,32.886368,Monsoonal rain,"['INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'AFGHANISTAN', 'PAKISTAN', 'NEPAL']",73.884164,,5,1.0,0.7,3000,2958,2006-08-31,News,3Day,India,"['China', 'India', 'Pakistan', 'Afghanistan']",Pakistan,39,"['IN', 'CH', 'UU', 'AF', 'PK', 'NP']",2006-09-11,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2958_From_20060831_to_20060911/DFO_2958_From_20060831_to_20060911.tif,732554,"['CHN', 'IND', 'PAK', 'AFG']"
3,3,8.447826,Heavy Rain,['PHILIPPINES'],125.039978,TC-2009-00005-PHL,5,1.0,0.913,3500,3427,2008-12-28,News,3Day,Philippines,['Philippines'],,25,['RP'],2009-01-19,otsu,712.25,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3427_From_20081228_to_20090119/DFO_3427_From_20081228_to_20090119.tif,733404,['PHL']
4,4,18.577824,Heavy rain,"['THAILAND', 'LAOS', 'CAMBODIA', 'VIETNAM']",105.175058,,5,2.0,0.7,200000,2059,2002-09-20,News,3Day,Vietnam,"['Vietnam', 'Thailand', 'Laos', 'Cambodia']",,76,"['TH', 'LA', 'CB', 'VM']",2002-09-30,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2059_From_20020920_to_20020930/DFO_2059_From_20020920_to_20020930.tif,731113,"['VNM', 'THA', 'LAO', 'KHM']"
5,5,3.104364,Monsoonal rain,"['ETHIOPIA', 'SOMALIA']",45.444397,,5,1.0,0.7,0,2955,2006-08-24,News,3Day,Somalia,"['Ethiopia', 'Somalia']",,5,"['ET', 'SO']",2006-10-10,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2955_From_20060824_to_20061010/DFO_2955_From_20060824_to_20061010.tif,732547,"['ETH', 'SOM']"
6,6,7.095271,Torrential Rain,['PHILIPPINES'],124.865345,,5,1.5,0.7,2000,3777,2011-02-01,News,3Day,Philippines,['Philippines'],,11,['RP'],2011-02-04,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3777_From_20110201_to_20110204/DFO_3777_From_20110201_to_20110204.tif,734169,['PHL']
7,7,-0.860079,Heavy rain,"['INDONESIA', 'MALAYSIA']",114.779037,,5,1.0,0.7,3000,3065,2007-05-01,News,3Day,Indonesia,['Indonesia'],,0,"['ID', 'MY']",2007-05-25,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3065_From_20070501_to_20070525/DFO_3065_From_20070501_to_20070525.tif,732797,['IDN']
8,8,17.211479,Heavy rain,"['THAILAND', 'BURMA', 'LAOS', 'CAMBODIA', 'VIETNAM']",100.338679,,5,1.0,0.7,1000,3073,2007-05-11,News,3Day,Thailand,"['Vietnam', 'Thailand', 'Laos', 'Cambodia']",,0,"['TH', 'BM', 'LA', 'CB', 'VM']",2007-05-21,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3073_From_20070511_to_20070521/DFO_3073_From_20070511_to_20070521.tif,732807,"['VNM', 'THA', 'LAO', 'KHM']"
9,9,41.457879,Heavy Rain,"['ITALY', 'CROATIA', 'ALBANIA', 'BOSNIA & HERZEGOVINA', 'MONTENEGRO', 'SERBIA', 'GREECE', 'MACEDONIA', 'KOSOVO', 'BULGARIA', 'EGYPT', 'TURKEY', 'CYPRUS', 'Dhekelia (UK)', 'Akrotiri (UK)', 'Gaza Strip', 'ISRAEL', 'WEST BANK', ""No Man's Land-ISRAEL/West Bank"", 'SYRIA', 'LEBANON', 'ROMANIA', 'UKRAINE', 'SLOVENIA', 'In dispute CROATIA/SLOVENIA']",27.710632,,5,1.5,0.7,1000,4211,2014-12-04,News,3Day,Bulgaria,"['Turkey', 'Italy', 'Egypt', 'Jordan', 'Syria', 'Romania', 'Greece', 'Israel', 'Bulgaria', 'Serbia', 'Croatia', 'Albania', 'Macedonia', 'Cyprus', 'Lebanon', 'Bosnia and Herzegovina', 'Slovenia', 'Gaza Strip']",Greece,40,"['IT', 'HR', 'AL', 'BK', 'MJ', 'RB', 'GR', 'MK', 'KV', 'BU', 'EG', 'TU', 'CY', 'DX', 'AX', 'GZ', 'IS', 'WE', 'NM', 'SY', 'LE', 'RO', 'UP', 'SI', 'UU']",2014-12-14,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4211_From_20141204_to_20141214/DFO_4211_From_20141204_to_20141214.tif,735571,"['TUR', 'ITA', 'EGY', 'JOR', 'SYR', 'ROU', 'GRC', 'ISR', 'BGR', 'SRB', 'HRV', 'ALB', 'MKD', 'CYP', 'LBN', 'BIH', 'SVN', 'PSE']"
10,10,30.857441,Heavy Rain,"['UNITED STATES', 'MEXICO']",-95.536729,FL-2016-000056-USA,5,1.5,0.7,0,4359,2016-05-26,Flood List,3Day,USA,"['United States', 'Mexico']",,11,"['US', 'MX']",2016-06-24,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4359_From_20160526_to_20160624/DFO_4359_From_20160526_to_20160624.tif,736110,"['USA', 'MEX']"
11,11,20.194292,Monsoonal rain,"['BANGLADESH', 'INDIA', 'CHINA', 'PAKISTAN', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",73.824174,FL-2006-000137-IND,5,2.0,0.7,140000,2935,2006-07-28,News,3Day,India,"['China', 'India', 'Pakistan', 'Nepal', 'Bangladesh']",Pakistan,457,"['BG', 'IN', 'CH', 'PK', 'UU', 'NP']",2006-09-12,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2935_From_20060728_to_20060912/DFO_2935_From_20060728_to_20060912.tif,732520,"['CHN', 'IND', 'PAK', 'NPL', 'BGD']"
12,12,12.004283,"Tropical Storm, Monsoonal Rain","['THAILAND', 'LAOS', 'CAMBODIA', 'VIETNAM']",105.501152,FL-2011-00071-VNM,5,2.0,0.7,280000,3853,2011-08-10,News,3Day,Cambodia,"['Vietnam', 'Thailand', 'Cambodia']",Viet Nam,264,"['TH', 'LA', 'CB', 'VM']",2011-11-15,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3853_From_20110810_to_20111115/DFO_3853_From_20110810_to_20111115.tif,734359,"['VNM', 'THA', 'KHM']"
13,13,18.18105,Monsoonal rain,"['THAILAND', 'BURMA', 'CHINA', 'LAOS', 'CAMBODIA', 'VIETNAM']",100.149202,FL-2006-000062-THA,5,2.0,0.7,2000,2867,2006-05-22,News,3Day,Thailand,"['China', 'Vietnam', 'Thailand', 'Laos', 'Cambodia']",,79,"['TH', 'BM', 'CH', 'LA', 'CB', 'VM']",2006-06-11,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2867_From_20060522_to_20060611/DFO_2867_From_20060522_to_20060611.tif,732453,"['CHN', 'VNM', 'THA', 'LAO', 'KHM']"
14,14,48.678802,Heavy Rain and Snowmelt,"['CANADA', 'UNITED STATES']",-97.21921,,5,2.0,0.7,3600,3799,2010-04-01,News,3Day,USA,"['Canada', 'United States']",Canada,5,"['CA', 'US']",2011-05-24,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3799_From_20100401_to_20110524/DFO_3799_From_20100401_to_20110524.tif,733863,"['CAN', 'USA']"
15,15,19.479425,Heavy rain,"['Puerto Rico (US)', 'Virgin Islands (US)', 'Virgin Islands (UK)', 'ANTIGUA & BARBUDA', 'Anguilla (UK)', 'Guadeloupe (FRANCE)', 'DOMINICA', 'DOMINICAN REPUBLIC', 'HAITI', 'Navassa Island (US)']",-70.982583,,5,1.0,0.7,48000,2380,2003-11-10,News,3Day,Haiti,"['Dominican Republic', 'Haiti', 'Puerto Rico', 'Antigua and Barbuda', 'Guadeloupe', 'Dominica']",,12,"['RQ', 'VQ', 'VI', 'AC', 'AV', 'GP', 'DO', 'DR', 'HA', 'BQ']",2003-11-26,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2380_From_20031110_to_20031126/DFO_2380_From_20031110_to_20031126.tif,731529,"['DOM', 'HTI', 'PRI', 'ATG', 'GLP', 'DMA']"
16,16,-6.55868,Torrential Rain,['INDONESIA'],108.399177,,5,1.0,0.7,4000,4231,2015-03-15,News,3Day,Indonesia,['Indonesia'],,0,['ID'],2015-03-23,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4231_From_20150315_to_20150323/DFO_4231_From_20150315_to_20150323.tif,735672,['IDN']
17,17,39.734374,Heavy rain,['UNITED STATES'],-86.61734,,5,2.0,0.7,500,2342,2003-09-01,News,3Day,USA,['United States'],,1,['US'],2003-09-09,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2342_From_20030901_to_20030909/DFO_2342_From_20030901_to_20030909.tif,731459,['USA']
18,18,-15.782624,Tropical cyclone,['MADAGASCAR'],47.29567,,5,1.0,1.056,800000,1587,2000-02-17,News,3Day,Madagascar,['Madagascar'],,200,['MA'],2000-03-11,otsu,839.16,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_1587_From_20000217_to_20000311/DFO_1587_From_20000217_to_20000311.tif,730167,['MDG']
19,19,-16.596371,Heavy Rain,['BRAZIL'],-44.891115,,5,1.0,0.7,0,3436,2009-01-08,News,3Day,Brazil,['Brazil'],,11,['BR'],2009-01-16,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3436_From_20090108_to_20090116/DFO_3436_From_20090108_to_20090116.tif,733415,['BRA']
20,20,20.566882,Torrential Rain,"['THAILAND', 'CHINA', 'LAOS', 'CAMBODIA', 'VIETNAM']",104.761883,,5,1.0,0.7,100,4293,2015-09-07,News,3Day,Vietnam,"['China', 'Vietnam', 'Thailand', 'Laos', 'Cambodia']",Laos,2,"['TH', 'CH', 'LA', 'CB', 'VM']",2015-09-11,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4293_From_20150907_to_20150911/DFO_4293_From_20150907_to_20150911.tif,735848,"['CHN', 'VNM', 'THA', 'LAO', 'KHM']"
21,21,-22.278126,Heavy rain,['AUSTRALIA'],146.722097,,5,1.0,0.7,0,2154,2003-02-11,News,3Day,Australia,['Australia'],,0,['AS'],2003-02-14,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2154_From_20030211_to_20030214/DFO_2154_From_20030211_to_20030214.tif,731257,['AUS']
22,22,43.466699,Heavy Rain,"['MONTENEGRO', 'SERBIA', 'MACEDONIA', 'KOSOVO', 'BULGARIA', 'ROMANIA']",21.715692,,5,1.0,0.977,0,3635,2010-04-20,0,3Day,Serbia,"['Romania', 'Bulgaria', 'Serbia']",,0,"['MJ', 'RB', 'MK', 'KV', 'BU', 'RO']",2010-04-22,otsu,792.13,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3635_From_20100420_to_20100422/DFO_3635_From_20100420_to_20100422.tif,733882,"['ROU', 'BGR', 'SRB']"
23,23,1.384461,Heavy rain,"['CONGO (Kinshasa)', 'ETHIOPIA', 'SOUTH SUDAN', 'KENYA', 'UGANDA', 'TANZANIA', 'BURUNDI', 'RWANDA']",34.275807,FL-2006-000124-UGA,5,1.0,0.7,1680,2952,2006-08-12,News,3Day,Uganda,"['Sudan', 'Ethiopia', 'Kenya', 'Zaire', 'Uganda', 'Tanzania', 'United Republic of', 'Burundi', 'Rwanda']",,3,"['CG', 'ET', 'OD', 'KE', 'UG', 'TZ', 'BY', 'RW']",2006-08-21,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2952_From_20060812_to_20060821/DFO_2952_From_20060812_to_20060821.tif,732535,"['SDN', 'ETH', 'KEN', 'COD', 'UGA', 'TZA', 'BDI', 'RWA']"
24,24,15.300986,Monsoonal rain,['PHILIPPINES'],120.982766,,5,1.0,0.7,8000,2730,2005-09-15,News,3Day,Philippines,['Philippines'],,16,['RP'],2005-09-27,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2730_From_20050915_to_20050927/DFO_2730_From_20050915_to_20050927.tif,732204,['PHL']
25,25,-17.688355,Heavy Rain,['MADAGASCAR'],46.519178,,5,1.0,0.7,0,3441,2009-01-26,News,3Day,Madagascar,['Madagascar'],,33,['MA'],2009-01-27,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3441_From_20090126_to_20090127/DFO_3441_From_20090126_to_20090127.tif,733433,['MDG']
26,26,-24.800608,Heavy Rain,"['MOZAMBIQUE', 'ZIMBABWE', 'BOTSWANA', 'SOUTH AFRICA', 'LESOTHO', 'SWAZILAND']",32.67733,,5,1.5,0.7,170000,4023,2013-01-17,News,3Day,Mozambique,"['South Africa', 'Mozambique', 'Zimbabwe', 'Swaziland']",Zimbabwe,135,"['MZ', 'ZI', 'BC', 'SF', 'LT', 'WZ']",2013-03-04,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4023_From_20130117_to_20130304/DFO_4023_From_20130117_to_20130304.tif,734885,"['ZAF', 'MOZ', 'ZWE', 'SWZ']"
27,27,14.657501,Tropical Storm Fung-Wong,['PHILIPPINES'],121.612204,,5,1.5,0.7,83000,4189,2014-09-19,News,3Day,Philippines,['Philippines'],,5,['RP'],2014-10-11,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4189_From_20140919_to_20141011/DFO_4189_From_20140919_to_20141011.tif,735495,['PHL']
28,28,15.547408,Tropical cyclone,"['PHILIPPINES', 'Taiwan']",120.754097,,5,2.0,0.7,1058849,2554,2004-08-24,News,3Day,Philippines,"['Philippines', 'Taiwan']",Taiwan,67,"['RP', 'TW']",2004-09-12,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2554_From_20040824_to_20040912/DFO_2554_From_20040824_to_20040912.tif,731817,"['PHL', 'TWN']"
29,29,-4.402145,Heavy rain,"['INDONESIA', 'PAPUA NEW GUINEA']",143.695571,,5,1.0,0.7,0,2220,2003-04-14,News,3Day,Papua New Guinea,"['Indonesia', 'Papua New Guinea']",,0,"['ID', 'PP']",2003-05-04,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2220_From_20030414_to_20030504/DFO_2220_From_20030414_to_20030504.tif,731319,"['IDN', 'PNG']"
30,30,8.526491,Tropical Storm Washi,['PHILIPPINES'],124.875163,,5,2.0,0.931,1000,3884,2011-12-16,News,3Day,Philippines,['Philippines'],,957,['RP'],2011-12-22,otsu,664.27,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3884_From_20111216_to_20111222/DFO_3884_From_20111216_to_20111222.tif,734487,['PHL']
31,31,-7.126871,Heavy rain,['INDONESIA'],112.368479,,5,1.0,0.7,12000,3280,2008-03-01,News,3Day,Indonesia,['Indonesia'],,3,['ID'],2008-04-03,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3280_From_20080301_to_20080403/DFO_3280_From_20080301_to_20080403.tif,733102,['IDN']
32,32,-25.09294,Heavy Rain,"['BRAZIL', 'BOLIVIA', 'PARAGUAY', 'ARGENTINA', 'URUGUAY', 'In dispute BRAZIL/URUGUAY']",-56.273697,FL-2009-000226-PRY,5,1.0,0.7,0,3559,2009-10-26,0,3Day,Paraguay,"['Brazil', 'Argentina', 'Bolivia', 'Paraguay', 'Uruguay']",,0,"['BR', 'BL', 'PA', 'AR', 'UY', 'UU']",2009-10-28,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3559_From_20091026_to_20091028/DFO_3559_From_20091026_to_20091028.tif,733706,"['BRA', 'ARG', 'BOL', 'PRY', 'URY']"
33,33,25.7354,Monsoonal Rain,"['BANGLADESH', 'INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",82.4309,,5,1.5,1.087,1000,4673,2018-09-01,FloodList,3Day,India,,,20,"['BG', 'IN', 'CH', 'UU', 'NP']",2018-09-07,otsu,1191.48,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4673_From_20180901_to_20180907/DFO_4673_From_20180901_to_20180907.tif,736938,"['IND', 'BGD', 'CHN', 'NPL']"
34,34,-29.928802,Heavy rain,"['BRAZIL', 'ARGENTINA', 'URUGUAY', 'In dispute BRAZIL/URUGUAY']",-53.268681,,5,1.0,0.7,0,2372,2003-10-27,News,3Day,Brazil,"['Brazil', 'Argentina', 'Uruguay']",,0,"['BR', 'AR', 'UY', 'UU']",2003-10-31,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2372_From_20031027_to_20031031/DFO_2372_From_20031027_to_20031031.tif,731515,"['BRA', 'ARG', 'URY']"
35,35,8.513158,Heavy Rain,['SRI LANKA'],80.534153,,5,1.5,0.976,250000,3776,2011-02-01,News,3Day,Sri Lanka,['Sri Lanka'],,14,['CE'],2011-02-14,otsu,792.67,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3776_From_20110201_to_20110214/DFO_3776_From_20110201_to_20110214.tif,734169,['LKA']
36,36,39.486607,Heavy Rain,"['CANADA', 'UNITED STATES']",-74.872978,,5,2.0,0.7,0,3629,2010-03-27,0,3Day,USA,"['Canada', 'United States']",,0,"['CA', 'US']",2010-03-31,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3629_From_20100327_to_20100331/DFO_3629_From_20100327_to_20100331.tif,733858,"['CAN', 'USA']"
37,37,51.254165,Snowmelt,"['CHINA', 'KAZAKHSTAN', 'RUSSIA', 'MONGOLIA']",70.046756,FL-2017-000040-KAZ,5,1.5,0.7,7000,4465,2017-04-14,News,3Day,Kazakhstan,"['Russia', 'China', 'Mongolia', 'Kazakhstan']",,0,"['CH', 'KZ', 'RS', 'MG']",2017-04-21,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4465_From_20170414_to_20170421/DFO_4465_From_20170414_to_20170421.tif,736433,"['RUS', 'CHN', 'MNG', 'KAZ']"
38,38,62.233308,Snowmelt,"['CANADA', 'UNITED STATES', 'RUSSIA']",-156.215507,,5,1.0,0.66,0,2007,2002-04-27,News,3Day,USA,"['Canada', 'United States']",,0,"['CA', 'US', 'RS']",2002-05-31,otsu,631.8,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2007_From_20020427_to_20020531/DFO_2007_From_20020427_to_20020531.tif,730967,"['CAN', 'USA']"
39,39,-6.260593,Heavy rain,['INDONESIA'],107.286313,,5,1.0,0.7,10000,3271,2008-02-14,News,3Day,Indonesia,['Indonesia'],,0,['ID'],2008-03-14,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3271_From_20080214_to_20080314/DFO_3271_From_20080214_to_20080314.tif,733086,['IDN']
40,40,45.6965,Heavy rain,"['ITALY', 'CROATIA', 'ALBANIA', 'BOSNIA & HERZEGOVINA', 'MONTENEGRO', 'SERBIA', 'MACEDONIA', 'KOSOVO', 'BULGARIA', 'UKRAINE', 'ROMANIA', 'POLAND', 'SLOVAKIA', 'HUNGARY', 'SLOVENIA', 'AUSTRIA']",21.212857,,5,2.0,0.7,7000,2648,2005-04-18,News,3Day,Romania,"['Ukraine', 'Romania', 'Bulgaria', 'Serbia', 'Croatia', 'Slovakia', 'Hungary', 'Bosnia and Herzegovina', 'Slovenia']",Serbia,4,"['IT', 'HR', 'AL', 'BK', 'MJ', 'RB', 'MK', 'KV', 'BU', 'UP', 'RO', 'PL', 'LO', 'HU', 'SI', 'AU']",2005-06-04,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2648_From_20050418_to_20050604/DFO_2648_From_20050418_to_20050604.tif,732054,"['UKR', 'ROU', 'BGR', 'SRB', 'HRV', 'SVK', 'HUN', 'BIH', 'SVN']"
41,41,36.962812,Brief torrential rain,['UNITED STATES'],-88.585836,,5,1.0,0.7,0,2871,2006-05-25,News,3Day,USA,['United States'],,6,['US'],2006-05-28,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2871_From_20060525_to_20060528/DFO_2871_From_20060525_to_20060528.tif,732456,['USA']
42,42,35.43766,Heavy rain,"['SOUTH KOREA', 'NORTH KOREA']",128.621321,,5,1.0,0.7,70000,2045,2002-08-31,News,3Day,South Korea,"['Korea', 'Republic of', 'North Korea']",North Korea,138,"['KS', 'KN']",2002-09-03,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2045_From_20020831_to_20020903/DFO_2045_From_20020831_to_20020903.tif,731093,"['KOR', 'PRK']"
43,43,27.2914,Monsoonal Rain,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'NEPAL']",94.1222,,5,1.5,1.165,25000,4665,2018-08-02,FloodList,3Day,India,,,0,"['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",2018-08-10,otsu,1114.18,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4665_From_20180802_to_20180810/DFO_4665_From_20180802_to_20180810.tif,736908,"['BGD', 'IND', 'CHN']"
44,44,16.327289,Heavy Rain,"['MAURITANIA', 'ALGERIA', 'MALI', 'BURKINA FASO', 'BENIN', 'NIGERIA', 'CAMEROON', 'CHAD', 'NIGER']",6.40648,,5,1.0,0.7,10000,4175,2014-08-13,News,3Day,Niger,"['Mali', 'Chad', 'Nigeria', 'Cameroon', 'Niger']",,12,"['MR', 'AG', 'ML', 'UV', 'BN', 'NI', 'CM', 'CD', 'NG']",2014-08-19,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4175_From_20140813_to_20140819/DFO_4175_From_20140813_to_20140819.tif,735458,"['MLI', 'TCD', 'NGA', 'CMR', 'NER']"
45,45,25.229313,Heavy rain,"['CHINA', 'VIETNAM', 'Hong Kong (China)', 'Taiwan']",113.483009,,5,1.0,0.7,46000,1631,2000-09-01,News,3Day,China,"['China', 'Hong Kong']",,47,"['CH', 'VM', 'HK', 'TW']",2000-09-06,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_1631_From_20000901_to_20000906/DFO_1631_From_20000901_to_20000906.tif,730364,"['CHN', 'HKG']"
46,46,18.76445,Monsoonal rain,"['MALAYSIA', 'THAILAND', 'BURMA', 'CHINA', 'LAOS', 'CAMBODIA', 'VIETNAM', 'SINGAPORE']",100.017133,FL-2006-000125-THA,5,2.0,0.7,2000000,2951,2006-08-20,News,3Day,Thailand,"['China', 'Myanmar (Burma)', 'Vietnam', 'Malaysia', 'Thailand', 'Laos', 'Cambodia', 'Singapore']",,195,"['MY', 'TH', 'BM', 'CH', 'LA', 'CB', 'VM', 'SN']",2006-12-13,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2951_From_20060820_to_20061213/DFO_2951_From_20060820_to_20061213.tif,732543,"['CHN', 'MMR', 'VNM', 'MYS', 'THA', 'LAO', 'KHM', 'SGP']"
47,47,-32.486429,Heavy rain,"['BRAZIL', 'ARGENTINA', 'URUGUAY', 'In dispute BRAZIL/URUGUAY']",-55.950506,,5,1.0,0.7,3600,1939,2002-04-23,News,3Day,Uruguay,"['Brazil', 'Argentina', 'Uruguay']",,0,"['BR', 'AR', 'UY', 'UU']",2002-05-09,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_1939_From_20020423_to_20020509/DFO_1939_From_20020423_to_20020509.tif,730963,"['BRA', 'ARG', 'URY']"
